acc_rate,track,current_roll,climb_delta,roll_rate_delta,climb_delta_diff,m,absoluate_roll,time1,time1_delta,time7_delta,time9_delta,time11_delta,time13_delta,time14_delta,target
-0.07500895643581591,1.3504997636699914,-0.7870516743037783,0.6697012019315286,0.9056370556566218,-0.7527160947141127,0.2352552763352666,0.2857142857142857,6.599999999999999,0.11111111111111094,0.75,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,1.4
0.7569713769926911,-1.0643780526613071,-1.407389204008363,1.6374266526759473,1.7388088245691489,0.1305901342364911,0.7525496887388922,-0.14285714285714285,-0.7999999999999998,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,0.5
0.6991949649490449,-0.16853628208679317,0.5570129733894883,0.9600188371548541,-0.3819920417536477,-2.1660060610350786,-0.494797267684314,0.7142857142857143,-0.20000000000000015,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,8.298917109073045e-15,1.0,0.5
-1.4924569319066059,0.18201049770323402,-0.7870516743037783,1.5406541076015055,0.6784083914077507,0.1305901342364911,-0.7071657535830739,0.5714285714285714,-1.20000000000002,0.11111111111111094,-0.25,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,0.2
-0.048046630815447626,-0.20748592428568507,-1.9243371454288503,-0.20125170373844842,1.5115801603202779,-0.13440173444869005,0.2352552763352666,-1.0,1.9999999999999993,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,1.5
1.1151851316632984,-1.142277337059091,-1.7175579688606555,0.6697012019315286,1.435837272237321,-0.13440173444869005,-0.42370130804111245,-1.2857142857142858,1.5999999999999797,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,8.298917109073045e-15,1.0,1.1
-0.9455068978934205,-1.2201766214568748,-0.5802724977355835,0.6697012019315286,0.6026655033247861,0.4839126258167326,-0.5121313328230301,0.7142857142857143,-0.7999999999999998,-0.11111111111111127,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.49999999999999584,1.0,0.3
-0.6566248376751889,0.25990978210101784,0.3502337968212935,-0.9754320643339837,-1.139420922583218,0.0422595113414307,-0.6605788589612613,0.0,-0.4000000000000003,-0.11111111111111127,0.25,-0.11111111111111116,-0.20000000000004547,-0.16666666666665975,1.0,0.8
-0.44092623271224257,-0.24643556648457698,-0.47688290945148604,0.9600188371548541,-0.9121922583343468,0.21892075713155149,-0.5631055148759021,-1.1428571428571428,-0.20000000000000015,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,1.1
-1.0071350707399767,-1.4538744746502263,0.1434546202530986,-0.49156933896177407,-0.07902048942181956,-1.8126835694548376,1.0340775836401692,-0.8571428571428571,4.599999999999999,-0.5555555555555557,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,1.8
1.7237633385230395,-1.7654716122413616,0.6604025616735857,-0.10447915866400652,-1.139420922583218,0.21892075713155149,1.3065064872903671,-0.5714285714285714,0.20000000000000015,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,1.4
0.5412727720297449,-0.12958663988790126,-0.9938308508719733,0.8632462920804123,1.20860860798845,-0.13440173444869005,0.5227110077052941,-0.42857142857142855,-0.4000000000000003,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,0.9
-0.8376575954119474,0.6494062040899369,-0.8904412625878759,0.47615611178264483,0.3754368390759226,0.1305901342364911,0.49525256606485396,0.5714285714285714,1.1999999999999995,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,0.7
1.08822280604293,-0.48013341967792844,1.177350503094073,0.18583847655931915,-1.366649586832089,-0.13440173444869005,-0.08770952556338803,-1.1428571428571428,0.3999999999999996,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,1.3
-0.3484839734424085,-0.8306801994679558,2.2112463859350475,0.6697012019315286,-0.7607064821684327,0.30725138002661184,-1.1260809131912402,0.0,-0.4000000000000003,-0.11111111111111127,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.3333333333333278,1.0,0.8
-1.1843160676738254,-0.44118377747903653,0.45362338510539096,0.7664737470059705,0.4511797271588796,4.723782524779631,-0.69179181696016,0.14285714285714285,-0.4000000000000003,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,0.8
1.7353186209317688,0.29885942429990975,1.2807400913781704,0.18583847655931915,-0.5334778179195617,0.1305901342364911,-0.25294600821913166,-0.14285714285714285,-0.4000000000000003,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,1.0
-0.33692869103367923,-1.2591262636557667,0.6604025616735857,0.28261102163376106,-2.3513071319105303,-0.13440173444869005,-1.251690183525562,-0.8571428571428571,2.8,0.11111111111111094,0.25,0.11111111111111105,-0.20000000000004547,8.298917109073045e-15,1.0,1.6
1.038149915605103,0.9610033416810722,0.3502337968212935,1.153563927303738,1.2843514960714069,-2.5193285526153204,1.0340775836401692,-0.42857142857142855,0.5999999999999998,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,1.1
-0.7259565321275645,0.22096013990212596,-0.8904412625878759,0.37938356670820295,-0.3819920417536477,-0.13440173444869005,0.7525496887388922,-0.14285714285714285,3.7999999999999994,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,1.6
-0.44477799351515235,0.8831040572832883,1.0739609148099756,-0.7818869741850998,-0.45773492983659714,0.0422595113414307,0.04518807972103808,0.7142857142857143,0.0,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,0.5
0.16765197414749863,-0.2853852086834689,0.8671817382417807,-0.6851144291106579,-0.6849635940854758,1.8088719692426385,0.31054316421123573,0.2857142857142857,-0.4000000000000003,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,1.0
0.28705655903770105,0.06516157110655829,-2.234505910281143,-0.20125170373844842,1.1328657199054852,0.0422595113414307,-0.42370130804111245,0.42857142857142855,2.3999999999999995,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,0.4
-0.7144012497188352,2.1294926076478298,-0.06332455631509629,-1.362522244631751,-0.07902048942181956,0.1305901342364911,-0.17197991143775157,0.14285714285714285,-0.4000000000000003,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,0.6
1.6659869264793932,0.33780906649880166,-0.5802724977355835,-0.10447915866400652,0.5269226152418367,-0.22273235734375044,-0.4596047558120766,-0.14285714285714285,-0.20000000000000015,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,0.7
-0.529516731179167,1.467348690266667,0.45362338510539096,-0.6851144291106579,0.7541512794907077,-0.31106298023881085,-0.7223867169806598,0.14285714285714285,0.0,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,0.5
-0.44092623271224257,-0.7917305572690638,0.24684420853719602,1.3471090174526217,0.22395106291000855,-0.6643854718190524,1.7185252424469823,0.14285714285714285,-0.5999999999999998,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,0.8
-0.07115719563290616,-0.5190830618768204,0.3502337968212935,-0.8786595192595418,-0.9879351464172963,-0.9293773405042336,1.0015309595540587,-0.5714285714285714,3.999999999999999,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,2.1
-0.032639587603808605,0.4157083508965855,0.1434546202530986,-0.49156933896177407,-0.5334778179195617,-0.04607111155362968,-0.36848163583792737,0.14285714285714285,1.3999999999999997,-0.11111111111111127,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,0.9
1.307773171808786,1.6620969012611266,-0.6836620860196809,-1.8463849700039605,-0.3819920417536477,0.1305901342364911,2.091023193195464,-1.1428571428571428,3.399999999999999,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.49999999999999584,1.0,1.9
0.5220139680151961,-0.9475291260646315,0.45362338510539096,0.9600188371548541,0.2996939509929656,0.0422595113414307,0.9374060220386881,0.5714285714285714,-0.7999999999999998,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,0.5
-0.4832956015442499,0.026211928907666385,-1.8209475571447529,-0.10447915866400652,0.6026655033247861,0.1305901342364911,0.2352552763352666,0.42857142857142855,-0.20000000000000015,0.11111111111111094,0.25,0.11111111111111105,-2.2737367544323206e-13,-0.16666666666665975,1.0,0.5
0.7646748985985107,-0.9864787682635234,1.901077621082755,-0.6851144291106579,-1.2909066987491318,-0.6643854718190524,-0.02225738021263269,-0.14285714285714285,1.5999999999999797,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.49999999999999584,1.0,1.3
-0.3446322126394987,0.9220536994821803,0.7637921499576833,-0.7818869741850998,-1.366649586832089,0.21892075713155149,-0.9333442836214931,-0.2857142857142857,0.0,0.11111111111111094,0.25,-0.11111111111111116,-2.2737367544323206e-13,-0.16666666666665975,1.0,0.5
1.623617557647386,1.3894494058688833,-0.7870516743037783,0.5729286568570867,0.8298941675736647,0.30725138002661184,-0.17197991143775157,0.5714285714285714,-0.5999999999999998,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,0.3
2.640482409615561,-0.5580327040757123,-0.6836620860196809,1.927744287899273,0.7541512794907077,-0.04607111155362968,0.4680673404837249,0.42857142857142855,0.0,0.5555555555555554,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,0.6
-1.1804643068709155,-1.181226979257983,-0.7870516743037783,2.895469738643692,1.5115801603202779,1.1022269860821552,0.7228043140112959,-0.42857142857142855,-0.7999999999999998,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,1.1
-0.4486297543180621,0.9999529838799641,-0.5802724977355835,0.18583847655931915,0.6026655033247861,-0.13440173444869005,0.1863036139604011,0.7142857142857143,-0.4000000000000003,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,0.5
-0.5179614487704377,0.7662551306866127,-0.6836620860196809,0.08906593148487725,-0.07902048942181956,-0.31106298023881085,-0.494797267684314,-1.1428571428571428,4.3999999999999995,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.3333333333333278,1.0,1.6
-0.09426776045036468,-0.20748592428568507,0.7637921499576833,-0.8786595192595418,-1.215163810666175,0.3955820029216722,-0.6762633697054445,-1.0,2.3999999999999995,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,1.0
-1.4654946062862375,-1.9212701810369293,-0.8904412625878759,0.7664737470059705,1.20860860798845,-0.04607111155362968,0.4145056903685278,0.42857142857142855,-0.4000000000000003,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,0.5
-1.207426632491284,0.7662551306866127,0.5570129733894883,-1.6528398798550767,-0.23050626558773363,-0.04607111155362968,0.09128901920567703,0.2857142857142857,0.3999999999999996,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,0.8
0.43342346954827177,1.545247974664451,0.45362338510539096,-3.0076555108972634,-1.59387825108096,1.1905576089772156,0.5227110077052941,-0.14285714285714285,0.7999999999999998,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,1.0
-0.02108430519507934,-1.181226979257983,0.8671817382417807,-0.588341884036216,-0.45773492983659714,0.0422595113414307,-0.44174278979804094,-0.14285714285714285,-0.5999999999999998,0.11111111111111094,0.0,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,1.0
-0.1289336076765525,1.3504997636699914,1.4875192679463654,0.08906593148487725,-0.9879351464172963,-0.04607111155362968,-0.5121313328230301,0.8571428571428571,-0.4000000000000003,-0.11111111111111127,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,0.5
1.3771048662611616,0.7273054884877207,-0.47688290945148604,-0.49156933896177407,-0.6092207060025187,0.30725138002661184,-0.7671469133361994,-1.0,1.7999999999999798,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,1.3
-0.5834413824199035,-2.2718169608269565,1.0739609148099756,0.6697012019315286,0.6784083914077507,-0.04607111155362968,-0.44174278979804094,0.14285714285714285,0.20000000000000015,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,1.0
0.12528260531549135,0.6494062040899369,0.9705713265258781,0.18583847655931915,0.9056370556566218,1.013896363187095,-0.546283748783796,-1.0,4.999999999999998,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,2.0
1.3655495838524323,-1.609673043445794,1.177350503094073,1.6374266526759473,0.07246528674409448,-0.13440173444869005,0.022481070602625594,0.0,0.7999999999999998,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.16666666666665975,1.0,1.1
-0.1867100197201988,-0.24643556648457698,-0.6836620860196809,-0.007706613589564643,-0.07902048942181956,0.0422595113414307,0.31054316421123573,0.7142857142857143,-0.7999999999999998,0.11111111111111094,0.25,-0.11111111111111116,-2.2737367544323206e-13,-0.16666666666665975,1.0,0.6
-0.4139639070918743,0.29885942429990975,0.45362338510539096,0.47615611178264483,-0.6092207060025187,-0.7527160947141127,-0.7223867169806598,-0.14285714285714285,-0.20000000000000015,0.11111111111111094,0.25,0.33333333333333326,-0.20000000000004547,-0.3333333333333278,1.0,0.8
-0.27530051818712314,-0.3243348508823608,2.4180255625032423,0.18583847655931915,-0.6849635940854758,-0.04607111155362968,0.6353322678143074,-0.8571428571428571,0.20000000000000015,0.11111111111111094,0.25,0.33333333333333326,-0.40000000000009095,-0.49999999999999584,1.0,1.5
-0.9455068978934205,-0.2853852086834689,0.24684420853719602,0.18583847655931915,-0.07902048942181956,0.6605738716068533,0.5504454112720916,0.5714285714285714,-0.7999999999999998,0.11111111111111094,0.25,0.33333333333333326,-2.2737367544323206e-13,-0.49999999999999584,1.0,0.6
